id,selected,part_of_speech,tags,english,chinese,norwegian_base,verb_present_tense,verb_past_tense,verb_imperative,noun_plural,noun_singular_definite,noun_plural_definite,adjective_neuter_form,adjective_plural_form,adjective_comparative,adjective_superlative_indefinite,adjective_superlative_definite,adverb_comparative,adverb_superlative
wb_60ff9e1289325ed5b82bef18dbbe795414d74c923471048aee0c8a65c9720a43,true,noun,,room,房间,rom,,,,romer,romen,romerne,,,,,,,
wb_60f55fb5afa7eaec20fe1295eb5bbc911c4041e5076d3c3d14f22e46ab619e69,true,noun,,judge,法官,dommer,,,,dommerer,dommeren,dommererne,,,,,,,
wb_bdc6dc915dcd72455d33651a3aa601577b30ad0b1adee694ba83da8dc5f18c68,true,noun,,mom,妈妈,mamma,,,,mammaer,mammaen,mammaerne,,,,,,,
wb_72d4322ecdbc9ab749a6a947dfc820b61c97c02e21547671724876d81e78f3d4,true,noun,,number,数量,nummer,,,,nummerer,nummeren,nummererne,,,,,,,
wb_c34f3fc640fab9c61ca0f97c4631567fcc2ebe9a06ed092492ae9e53e21b962d,true,noun,,border,边框,grense,,,,grenser,grensen,grenserne,,,,,,,
wb_9fb3d3d37453f3e082effc6d3618d734c845073d0f496542d708e6020f2718e2,true,noun,,market,市场,marked,,,,markeder,markeden,markederne,,,,,,,
wb_b05c6a41519a8bdcb9452433776507c64bf208f328c9ac1c84951535e6038972,true,noun,,son,儿子,sønn,,,,sønner,sønnen,sønnerne,,,,,,,
wb_b8c8cbe82b88d823d518ba7ae9de9752b45a415b1c67363fb2e73d59bb72ea34,true,noun,,football,足球,fotball,,,,fotballer,fotballen,fotballerne,,,,,,,
wb_07ed9f004b65dceb48045e615f3bab6a546e1f3fd0c5fa0021522e737947ca36,true,noun,,position,位置,stilling,,,,stillinger,stillingen,stillingerne,,,,,,,
wb_1618a35d3bee3f54d198a948ccc7c8059a8c1591c3d7a47adf1eabb91a28c374,true,noun,,case,案例,tilfelle,,,,tilfeller,tilfellen,tilfellerne,,,,,,,
wb_ae35e5aa3d10eaabdd5d60bfb5306e183bb8f8f0053f20d390e1ed202520ffdc,true,noun,,billion,十亿,milliard,,,,milliarder,milliarden,milliarderne,,,,,,,
wb_1880ccdb5c0a6d5d1b6de98f2d98a4871eb45d71f96f19e69ff6da286511bd22,true,noun,,interest,兴趣,interesse,,,,interesser,interessen,interesserne,,,,,,,
wb_ff786f0aae1404796eed06c4b832ef9429107c5ae40211d043f17b515169b7bf,true,noun,,control,控制,kontroll,,,,kontroller,kontrollen,kontrollerne,,,,,,,
wb_01066d22f08213c7c7b1b11b21061bd559143e6b870ffdcb99449300134a5860,true,noun,,island,岛,øy,,,,øyer,øyen,øyerne,,,,,,,
wb_c1746128d2c7f4557e527a5cb702dad69b7db166fbb969b8afdb223b6248090c,true,noun,,task,任务,oppgave,,,,oppgaver,oppgaven,oppgaverne,,,,,,,
wb_9a787bbfb0e5ff7d4a9549d73588cf2e54114c4dcab4f7ae704004ce599da47a,true,noun,,background,背景,bakgrunn,,,,bakgrunner,bakgrunnen,bakgrunnerne,,,,,,,
wb_2bc5e37bbbc30c78b400bd233b9aee257cbadd70b18255486a33ae63f8671b5e,true,noun,,morning,早上,morgen,,,,morgener,morgenen,morgenerne,,,,,,,
wb_4b22bf163283f174e6ba5364e2dc03138e20a85f8cef6e392ab8c90cacbc3a16,true,noun,,wife,妻子,kone,,,,koner,konen,konerne,,,,,,,
wb_b728076e0b5e423ea148186d96b950283256076b80da7b9ad224e2bec914327e,true,noun,,food,食物,mat,,,,mater,maten,materne,,,,,,,
wb_fb7eb4cf5948a0b3dbb1816f2765851df5cf1936af38b84c5ae8a3221c283ecc,true,noun,,meaning,意义,betydning,,,,betydninger,betydningen,betydningerne,,,,,,,
wb_b19d47b1a86d24c977622d25012c71c743d842511d94896ff90719090d9a2a11,true,noun,,basis,基础,grunnlag,,,,grunnlager,grunnlagen,grunnlagerne,,,,,,,
wb_ab9595b225bb750a4195b6b83a792ee58060e706b7a3380c86a7e1986f486a04,true,noun,,night,晚上,natt,,,,natter,natten,natterne,,,,,,,
wb_fa97f4bbe94ecb5cd9372dc5142bc3c1399f6981619eaadd5dda89896f6d8e96,true,noun,,wealth tax,财富税,formuesskatt,,,,formuesskatter,formuesskatten,formuesskatterne,,,,,,,
wb_ee46866e0256ed3c5fb84a3358ead5ee54aedebd6e348d7d301639a46e95be6b,true,noun,,ceiling,天花板,tak,,,,taker,taken,takerne,,,,,,,
wb_2d77bef677ee4be01ba6f10e80b35370dc02eff0b1783a4db9c8276e116931d4,true,noun,,electoral vote,选举人票,valgmannstemme,,,,valgmannstemmer,valgmannstemmen,valgmannstemmerne,,,,,,,
wb_7e150eb8efc5b72ed4306a0f47e74b4d1d9369dcf9d3986c71813c5ba234693b,true,noun,,sister,妹妹,søster,,,,søsterer,søsteren,søstererne,,,,,,,
wb_8d94274c7713975a307b0aefb0882db5661ae886ef4e27a23b11bbf2413161e0,true,noun,,weekend,周末,helg,,,,helger,helgen,helgerne,,,,,,,
wb_d04d4612c467a3216fe2212d035add20688e603ccf79c4da6d7efbb24cd57bb4,true,noun,,net,网,nett,,,,netter,netten,netterne,,,,,,,
wb_383c919c4b488920ef4a69168065dc226658f86de59db667a5a9c11f91fc17b0,true,noun,,art,艺术,kunst,,,,kunster,kunsten,kunsterne,,,,,,,
wb_a2edf775c3016bcbf61dc316ce443cf1df1dfe455f227ffbc4ea332c062c04cf,true,noun,,dies,死了,dør,,,,dører,døren,dørerne,,,,,,,
wb_629a53f77408b062d8f3747eb89fcb28ae5824d4d376228e78b316c62eb2ec91,true,noun,,message,留言,melding,,,,meldinger,meldingen,meldingerne,,,,,,,
wb_d34061d4d38574de342d10e52be9b57f5014e85b5a0178a37f1f9a4ccdb1fda5,true,noun,,report,报告,rapport,,,,rapporter,rapporten,rapporterne,,,,,,,
wb_06ce299e6b4b8d2e203719291c69fcb0096906744f98eb43a26e43182ee49a13,true,noun,,July,七月,juli,,,,julier,julien,julierne,,,,,,,
wb_f5932cac314a05b34a15508cc6e513c064b22c7e8d90a8b686b78e602424769e,true,noun,,ministry,部委,departement,,,,departementer,departementen,departementerne,,,,,,,
wb_4e075b7aef9b09bedff4b60002bc3336160c9350f6ae0f99a125529108cbc29f,true,noun,,doubt,怀疑,tvil,,,,tviler,tvilen,tvilerne,,,,,,,
wb_419a0b4b8ff2c4b582c4081fd1288c154576a2dfa6ab98b0a617b84619458d34,true,noun,,head,头,hode,,,,hoder,hoden,hoderne,,,,,,,
wb_4af9a91f1fb6a1a10f39201d9aa03e597315904f1c908e651ffda331d07daca3,true,noun,,chance,机会,sjanse,,,,sjanser,sjansen,sjanserne,,,,,,,
wb_ed737db1065548076430afec1292423f41220e00854066712264b7750bb97f1e,true,noun,,top,顶部,topp,,,,topper,toppen,topperne,,,,,,,
wb_6db5f14e1e6d66a6063591c1a7e369fe3392eef5279d4f7c7c486b67af934cd8,true,noun,,religion,宗教,religion,,,,religioner,religionen,religionerne,,,,,,,
wb_caf4df7e3713eba70da4786396b8f4438f8fc0146475c7c76cb45f997432090a,true,noun,,language,语言,språk,,,,språker,språken,språkerne,,,,,,,
wb_9e961611bf3109a1c022dc95648a20cdb00090c40c2381398836676f62f65439,true,noun,,club,俱乐部,klubb,,,,klubber,klubben,klubberne,,,,,,,
wb_c04919435b5c4c24186825c03274da47d160e19f2b4f47813c3ffbe9d9ebdae8,true,noun,,difference,差异,forskjell,,,,forskjeller,forskjellen,forskjellerne,,,,,,,
wb_e6bcced9adc38c483e736f50cbd675edb47c2412c179daab3ffd68d70de6fb9e,true,noun,,resource,资源,ressurs,,,,ressurser,ressursen,ressurserne,,,,,,,
wb_ff625e28a084c9b70a184b3454dc3d741ed020f8fcca09169c740f8f4db90910,true,noun,,agreement,协议,avtale,,,,avtaler,avtalen,avtalerne,,,,,,,
wb_ec8c9ea4eba974c586997d3d446e2d5b62c2a1803355ae75a5d95ebaee6bcc26,true,noun,,experience,经验,opplevelse,,,,opplevelser,opplevelsen,opplevelserne,,,,,,,
wb_262990300c242c0d8d850d67e72fcb1c83741f74be8e188616c1c814f09b5722,true,noun,,Monday,星期一,mandag,,,,mandager,mandagen,mandagerne,,,,,,,
wb_158ba03c6c9139a1c9c4b1948620bcf89e3ffff96218bc12d2f808cfe67e06d3,true,noun,,speech,演讲,tale,,,,taler,talen,talerne,,,,,,,
wb_3f7f33e76fe41226da82a99a3f29d2cd43916545ba34d32559cb00303529d20a,true,noun,,boat,船,båt,,,,båter,båten,båterne,,,,,,,
wb_a79a2943cda257159d5b1ac1a5331f05272e8b68dbf8d7f71e68373a6159dba3,true,noun,,consideration,考虑,hensyn,,,,hensyner,hensynen,hensynerne,,,,,,,
wb_0745cc2b79c8ee1efe282876f36cf9b96e3c45e2f1b929d83c3b16c90b4930d3,true,noun,,decision,决定,vedtak,,,,vedtaker,vedtaken,vedtakerne,,,,,,,
wb_afd9d4cfc4d43ca573e45c94d9039afb3926368fdcaa1662068b40efcdc262a3,true,noun,,state church system,国家教会系统,statskirkeordning,,,,statskirkeordninger,statskirkeordningen,statskirkeordningerne,,,,,,,
wb_207ff145de3817375e3cd1794806ab763aae6b837a8655a085adf934a6ee0ec6,true,noun,,connection,连接,forbindelse,,,,forbindelser,forbindelsen,forbindelserne,,,,,,,
wb_7a7110cf881d6eb8496b210d25444216bbbfc6414c13b5d3a9decef36ee21a84,true,noun,,force,力,kraft,,,,krafter,kraften,krafterne,,,,,,,
wb_86867fba2e16146764e561b871107d15fdc1360897edf80b4d3610b661d831fc,true,noun,,meaning,意义,mening,,,,meninger,meningen,meningerne,,,,,,,
wb_f001b64336ac893ae6338adea6bfd59cb5b824993c2490c919c3797c53785157,true,noun,,damage,损坏,skade,,,,skader,skaden,skaderne,,,,,,,
wb_a732a42ec835177448bcef898297da392649177509e394d9e93d07964e199528,true,noun,,knowledge,知识,kunnskap,,,,kunnskaper,kunnskapen,kunnskaperne,,,,,,,
wb_c7e6a13ce2b015521dbbe5d23aa0685a5530f3f0c0f14b1a4180f7fb9d8253e5,true,noun,,consequence,后果,konsekvens,,,,konsekvenser,konsekvensen,konsekvenserne,,,,,,,
wb_0463115ad6f3bc541860920b3d834a11e5ea873864aac2a3ae276b67ccd69a90,true,noun,,summer,夏天,sommer,,,,sommerer,sommeren,sommererne,,,,,,,
wb_85fad7be151f5d2c444fd6a59152214abf9808e7c442135f80d09f029ffcb23b,true,noun,,context,上下文,sammenheng,,,,sammenhenger,sammenhengen,sammenhengerne,,,,,,,
wb_9c7d3cae46576ee382c74bf19c6270a9d46a34b76c3a969bde0225115a275ac1,true,noun,,rest,休息,rest,,,,rester,resten,resterne,,,,,,,
wb_4478afef2ed767b72b65024a79e41e55ad075b6338e7bfe241d7427f5538578d,true,noun,,believe,相信,tro,,,,troer,troen,troerne,,,,,,,
wb_6077c754e0fc6c06a2c5bec5e7de72b7be1f228841d315e21d1072da3b460431,true,noun,,ability,能力,evne,,,,evner,evnen,evnerne,,,,,,,
wb_8c1a9153ca33389ad3ac5573924db6f4762d86d0b2dcbbe32109112b439be7df,true,noun,,number,数量,antall,,,,antaller,antallen,antallerne,,,,,,,
wb_dc458f0f1e7002d0ef2f731a9ed5dd5d109049893d30eb8edfc08dff596730d2,true,noun,,criticism,批评,kritikk,,,,kritikker,kritikken,kritikkerne,,,,,,,
wb_ac040e72bac4e6f2509db926e05d7035bbd91a68bcd0a5cd6c289467c0c198f8,true,noun,,culture,文化,kultur,,,,kulturer,kulturen,kulturerne,,,,,,,
wb_677fa5daf02dc51f293ca0f02f3984584285f1ebf8e16e1787e186c1aeb74a0b,true,noun,,attitude,态度,holdning,,,,holdninger,holdningen,holdningerne,,,,,,,
wb_878e08f652b0474c304e36ccc436c762ad2be1ade7cd2073da9876d352f8efb0,true,noun,,child welfare,儿童福利,barnevern,,,,barneverner,barnevernen,barnevernerne,,,,,,,
wb_12d5657cbde82cec4aebcc5841d37cb179fa3da9bed03389872076603155103d,true,noun,,alternative,另类,alternativ,,,,alternativer,alternativen,alternativerne,,,,,,,
wb_9ffe07a0e9005be606dceaaca76db59ac14293f50b4e10c2d56454bf89a05143,true,noun,,impression,印象,inntrykk,,,,inntrykker,inntrykken,inntrykkerne,,,,,,,
wb_5f36b6c0b5dcf7d37dc03298bac5bc4878e3745c3d7e931f0031a748adb7961f,true,noun,,content,内容,innhold,,,,innholder,innholden,innholderne,,,,,,,
wb_c778c48536d934f472ec973ef6d75986194c2d6888cb90dbe11e7e33c2ae1857,true,noun,,letter,信,brev,,,,brever,breven,breverne,,,,,,,
wb_66df6b8c27a51b00693008003c4ed4f9019c0fce20dcc3e481a243122dcc0113,true,noun,,rebel,叛逆者,opprører,,,,opprørerer,opprøreren,opprørererne,,,,,,,
wb_0727769ff60c38b9745ea8f54b0f5711a2e6f92ace61164473967e7215bc8cc9,true,noun,,apartment,公寓,leilighet,,,,leiligheter,leiligheten,leiligheterne,,,,,,,
wb_8def8fc4da2ecc2c5e1ab65c38032950c955f9d3a8a3fc30ef5c80d47340d239,true,noun,,product,产品,produkt,,,,produkter,produkten,produkterne,,,,,,,
wb_0ffcd0ed605411f5d4a56857a59d5acce535be2f03130735d796603b086c678b,true,noun,,focus,焦点,fokus,,,,fokuser,fokusen,fokuserne,,,,,,,
wb_43574930ad56a1a796a48c824c9129df058561a7e5ad567baf2ddba819a090f5,true,noun,,peace,和平,fred,,,,freder,freden,frederne,,,,,,,
wb_55ea66c0104794cdfcee0ec812607cbc7145ba4865cefc233a1345190195fe88,true,noun,,text,文字,tekst,,,,tekster,teksten,teksterne,,,,,,,
wb_1f54f4a776701d91fc86f5e1041deb08be25d2833f9f6b2483d4a1d0c6995f95,true,noun,,respect,尊重,respekt,,,,respekter,respekten,respekterne,,,,,,,
wb_b20be235d18af6d7069dcc878ac67023302fb024b5a8496d96da27c40feef356,true,noun,,threat,威胁,trussel,,,,trusseler,trusselen,trusselerne,,,,,,,
wb_d03d494563dadd5b3fbd0a46119b865c980c893d297ecc13e0ff09c7bf13c001,true,noun,,dead,死了,død,,,,døder,døden,døderne,,,,,,,
wb_e74253ffb1321e1a2b0863114f7feeebc715e9d787b7e6dbafd1fcb53325596d,true,noun,,kind of,有点,slags,,,,slagser,slagsen,slagserne,,,,,,,
wb_1ace053a850e023267dd757482dcf6b3098d34eba075afc1aaa8770f27c2b7ed,true,noun,,witness,证人,vitne,,,,vitner,vitnen,vitnerne,,,,,,,
wb_4fd241d645c7b8429e935ac22e5866086ab27ec6ce509ade23d712746106d7e9,true,noun,,expression,表达,uttrykk,,,,uttrykker,uttrykken,uttrykkerne,,,,,,,
wb_6b3c25330477c31732b10ec43d4ce8c0c72d8031efbf242ec9e304311c4830f6,true,noun,,bag,包,veske,,,,vesker,vesken,veskerne,,,,,,,
wb_c95aa91ccf6ebd3887e4e8e9923013732365300a9cad14947f463a1350f3afe3,true,noun,,advice,建议,råd,,,,råder,råden,råderne,,,,,,,
wb_3d75ae5255487aa7d3044b81b3420a9f6132154d20e972cc3a11d3f8c88a3765,true,noun,,artist,艺术家,kunstner,,,,kunstnerer,kunstneren,kunstnererne,,,,,,,
wb_a6feffccfeb6ebd327eba700542831ae02835de4c8dc4ca8cdc06e31a83ee785,true,noun,,meters,米,meter,,,,meterer,meteren,metererne,,,,,,,
wb_f96e8b8d68f919bded3b56b45d541a37e0d890fcd0afb555c30eb4cc776668ff,true,noun,,tv,电视,tv,,,,tver,tven,tverne,,,,,,,
wb_00cc90ac7d940d0dfc8d27b9c8c645f5c14999f41d1e21592e4b759144d863bd,true,noun,,citizen,公民,innbygger,,,,innbyggerer,innbyggeren,innbyggererne,,,,,,,
wb_da7a677ea2498d0b2e5d6b1298f3529544b2b0afd09e0ddc5a1268bdcd9f354f,true,noun,,business life,商业生活,næringsliv,,,,næringsliver,næringsliven,næringsliverne,,,,,,,
wb_1aac9a8f96104215735da3036ed9d2063e26415c1bf142cf0ca0a72d969de57f,true,noun,,actor,演员,aktør,,,,aktører,aktøren,aktørerne,,,,,,,
wb_dcc3dc9b3af62652f7742314f4c55d84957394bead0a2589a7aa2ef28c8957f2,true,noun,,October,十月,oktober,,,,oktoberer,oktoberen,oktobererne,,,,,,,
wb_851f83c5e6455d19b9aafca9e77014e77eadc07709f67282c91ed66abc87eee0,true,noun,,Muslim,穆斯林,muslim,,,,muslimer,muslimen,muslimerne,,,,,,,
wb_a884460acd1d4a36a7d9b5819a09c47722b9203f7b2141131f48d26171994340,true,noun,,youth,青年,ungdom,,,,ungdomer,ungdomen,ungdomerne,,,,,,,
wb_25d23094448d6281db8283508511fd025a50661d57dd60863b58c5d0fc118a85,true,noun,,research,研究,forskning,,,,forskninger,forskningen,forskningerne,,,,,,,
wb_17f848ace95fece03bbca00fd033b4849edd563f4c892fd07f6e9d4aa38677f9,true,noun,,security,安全,sikkerhet,,,,sikkerheter,sikkerheten,sikkerheterne,,,,,,,
wb_729ef6737357247729b0e0c3694d20c2a97e08cc13d8e58467a344f356308381,true,noun,,income,收入,inntekt,,,,inntekter,inntekten,inntekterne,,,,,,,
wb_3ee6100262a39cc0cf0a944869d648d669b0fa079d6fb136434b6cd68a21862c,true,noun,,statement,声明,uttalelse,,,,uttalelser,uttalelsen,uttalelserne,,,,,,,
wb_b1c79fc673cb0f1849f8ba941b223509c49915a022c293f6dd2d3d7eb1620547,true,noun,,trip,旅行,tur,,,,turer,turen,turerne,,,,,,,
wb_7adb390a927c7efd2f608b06cb4d82868165d6db59a1170be79c78b5640a7dc1,true,noun,,offer,报价,tilbud,,,,tilbuder,tilbuden,tilbuderne,,,,,,,
wb_f17962cf953cfe0984466e53ddc4c1c30cf62998e5ea704ffe9d95039abcf2ea,true,noun,,population,人口,befolkning,,,,befolkninger,befolkningen,befolkningerne,,,,,,,
wb_6a3ea674c76684ec60464d77fc3eb88374fd3ff14de166a365faa11609d2a1b4,true,noun,,heart,心,hjerte,,,,hjerter,hjerten,hjerterne,,,,,,,
wb_8e6ee83b6def633171350ff1d5b5fbb4330b640ce467960032657ed43fb2ada5,true,noun,,folk church,民间教堂,folkekirke,,,,folkekirker,folkekirken,folkekirkerne,,,,,,,
wb_226bb1a821eb23b897635913cb91f72cca7f17ea3b08963e843a2018b15dc46f,true,noun,,health,健康,helse,,,,helser,helsen,helserne,,,,,,,
wb_ee31997cd5c180055db8336d2436d9bc957d7b8ef0b94510f3a21fba3224ffc1,true,noun,,error,错误,feil,,,,feiler,feilen,feilerne,,,,,,,
wb_e0844f1f0becd40fc8e0557ef14a40dbf22536536866965b3a496e884d8957db,true,noun,,season,季节,sesong,,,,sesonger,sesongen,sesongerne,,,,,,,
wb_c793e219268f456906ef96f986369846035e418c64918ed728853d874da77537,true,noun,,posts,帖子,innlegg,,,,innlegger,innleggen,innleggerne,,,,,,,
wb_c0fd5615cce4f930ac3310d8066ada8c654c8adc76e926ed5732dbe7df54d024,true,noun,,attack,攻击,angrep,,,,angreper,angrepen,angreperne,,,,,,,
wb_f667692d11f428136504291854f80595b19cbba64183f69bfe1f902e9fac88f7,true,noun,,energy,能源,energi,,,,energier,energien,energierne,,,,,,,
wb_f5fa9bf7633af56d5da86adb9070e84b185aca5ce1df9666d8b5f9b5ae6ae5c9,true,noun,,practice,练习,praksis,,,,praksiser,praksisen,praksiserne,,,,,,,
wb_96c7ecca28e5c63662f3fa7f2785c3d4fe9bbc78a392d4a2a4fb10ce52c099fd,true,noun,,system,系统,system,,,,systemer,systemen,systemerne,,,,,,,
wb_c6f88f233862be61d694d00abe25c19c415f61daba07040c3dd208fd1fdadac6,true,noun,,determination,决心,bestemmelse,,,,bestemmelser,bestemmelsen,bestemmelserne,,,,,,,
wb_827949c485deab01dbceb9e189dba23aeca9f8f71c392d5cf2ab9295ed0e07ac,true,noun,,data,数据,data,,,,dataer,dataen,dataerne,,,,,,,
wb_ef38a7e39faaba4ea9e925b3b400cc8cd30ac34ed577f5bd3cd96c8e3b956b91,true,noun,,song,歌曲,sang,,,,sanger,sangen,sangerne,,,,,,,
wb_909014d4222ab98fc2465ff5c4bb969d9565d8a0d2138bf379d22aee768d424f,true,noun,,effort,努力,innsats,,,,innsatser,innsatsen,innsatserne,,,,,,,
wb_db8f7783fc7cbbb1fa4bc2776cca71bdd427c4f2bf47db1cab5921fed91ddf93,true,noun,,democracy,民主,demokrati,,,,demokratier,demokratien,demokratierne,,,,,,,
wb_8bac9ec00d796a53703609fafdaa83c068230d7f384e9960ac07b8a6edae5c3a,true,noun,,point of departure,出发点,utgangspunkt,,,,utgangspunkter,utgangspunkten,utgangspunkterne,,,,,,,
wb_4abe3add1e690cffcf90109210f92a9c3be0538e2da12a4f264bfd72d8271d85,true,noun,,future,未来,fremtid,,,,fremtider,fremtiden,fremtiderne,,,,,,,
wb_e47980c05fb066a6d5081974a0869208de9f08675287dff038ef61853f9fd02b,true,noun,,capital city,首都,hovedstad,,,,hovedstader,hovedstaden,hovedstaderne,,,,,,,
wb_71e04e6417c9b5b5830960fee5d6c58c053389ab64ba2d6dde6311263cbf9791,true,noun,,researcher,研究员,forsker,,,,forskerer,forskeren,forskererne,,,,,,,
wb_089163bd6f4f898f498dc3b992b10f68fa4290ce7df5ad3cf0ceb96afff04175,true,noun,,lane,车道,bane,,,,baner,banen,banerne,,,,,,,
wb_6f795f0bf594c17a270a341dcee1f0b5d18c882e5ae90356ac9b0233301df06d,true,noun,,theme,主题,tema,,,,temaer,temaen,temaerne,,,,,,,
wb_2b4326a8928ac336bc6be1f9b2f6f97e4bec6d11470a5ce7e8ca92907ce563fc,true,noun,,type,类型,type,,,,typer,typen,typerne,,,,,,,
wb_9f9d76e636b8f463d761d3d7df2057cb642bf1018ad3e90a87a9882c919c6896,true,noun,,light,光,lys,,,,lyser,lysen,lyserne,,,,,,,
wb_0088a4d52c1600c9a1f1310741ecbfaa1e814ab8d50c8c0d4e5ec70d9851c0ff,true,noun,,murder,谋杀,drap,,,,draper,drapen,draperne,,,,,,,
wb_2da0df31764d6c36fbe3b3f7bec33e73e31dfafefe7552845bc39d90103caf60,true,noun,,treatment,治疗,behandling,,,,behandlinger,behandlingen,behandlingerne,,,,,,,
wb_622e7ba00a1afd7aab5975db544d42ed63ad547f1492f7e1669e161c552778ae,true,noun,,position,位置,posisjon,,,,posisjoner,posisjonen,posisjonerne,,,,,,,
wb_f34a22bb6d9bd4d480ea4b634bfd1abfdf85f6b0975b1e01760b1b22eb33bcab,true,noun,,desire,欲望,ønske,,,,ønsker,ønsken,ønskerne,,,,,,,
wb_09884b3fff567896b695c7863f81c5d2a1c12e58af3a757071d97b8d59faa5f6,true,noun,,discussion,讨论,diskusjon,,,,diskusjoner,diskusjonen,diskusjonerne,,,,,,,
wb_f64506d498ba9c35dfb944f1726d79757f7570c007342b16a520d2d588baed3b,true,noun,,program,节目,program,,,,programer,programen,programerne,,,,,,,
wb_46c235024d85a01743c31b6646dfcbdd758ccd0c8e896fd06981416f85d5844d,true,noun,,nature,自然,natur,,,,naturer,naturen,naturerne,,,,,,,
wb_c4cba67830bf54c565ab5ec724d9aada02776d3dec06bd2e975d61245d6136ca,true,noun,,reality,现实,virkelighet,,,,virkeligheter,virkeligheten,virkeligheterne,,,,,,,
wb_35c076bccc85d1edb31de2a34b74b094588774c4f9edefbe724f85798df3bef0,true,noun,,occasion,场合,anledning,,,,anledninger,anledningen,anledningerne,,,,,,,
wb_b5fa11dfa0d4172336c0e78cc80fa9bedfce05160631f0f504dcc4a033b9210d,true,noun,,follow,关注,følge,,,,følger,følgen,følgerne,,,,,,,
wb_87dfb60fdf8408414f2e9868fb08a0870b3762a145c5c57f36f9eb45055ad2dc,true,noun,,joy,喜悦,glede,,,,gleder,gleden,glederne,,,,,,,
wb_5aff912055856c8dc87def2c16d59ba32e5b0bcd9080654eba46ce7a6121bc0c,true,noun,,growth,成长,vekst,,,,vekster,veksten,veksterne,,,,,,,
wb_628cc435cd4543bcd058f072ba20bd6c80814e84abbd931ca4611f293d66abf0,true,noun,,danger,危险,fare,,,,farer,faren,farerne,,,,,,,
wb_bac16ef1dca0b2432d376f8109af8823ec893ffae95ed744df4a79a3a424c1e6,true,noun,,telephone,电话,telefon,,,,telefoner,telefonen,telefonerne,,,,,,,
wb_02852c25bba92f780c76669e100feec5c09ef027474b844067560b676935329a,true,noun,,street,街道,gate,,,,gater,gaten,gaterne,,,,,,,
wb_b7f9f03db254645e14cb46d39b5768e5b8b6d66e460f3710e090636d641ed9aa,true,verb,,ha,哈,ha,ha,haet,ha,,,,,,,,,,
wb_9d29eb32b8b9764f8425179e3dad825935b3f1543b8b890ddd6b1c082edce7f6,true,verb,,say,说,si,si,siet,si,,,,,,,,,,
wb_0b867223c587fadfdf91f3f84a8ee37db0eab6511f3edb6382dce7be1ac78fb1,true,verb,,stay,留下来,bli,bli,bliet,bli,,,,,,,,,,
wb_fc15d865336a8bac8dda4ad7dc008c0ca99365c87738204fecf822a805321588,true,verb,,few,几个,få,få,fået,få,,,,,,,,,,
wb_e9d4d2b92b484c6acab7b083087b9db21455d7059d94ebe910777e5ee411d6bb,true,verb,,come,来吧,komme,komme,kommet,komme,,,,,,,,,,
wb_07d1888e9faf62ce0604ead27299f5c7360728381042d102793481f581c335b7,true,verb,,take,采取,ta,ta,taet,ta,,,,,,,,,,
wb_7768ed8bdc68a61d6d29b45408001bc0c791790f4fe5aa27309116cf1e4cd093,true,verb,,be,是,være,være,været,være,,,,,,,,,,
wb_b1e00a756ad758823ea61234d519240c169f78ea4325d601ef325c6b9d59a96d,true,verb,,do,做,gjøre,gjøre,gjøret,gjøre,,,,,,,,,,
wb_e455c89210197038f995214281ca83b597df4e02a5a67b7f2ff1e5cb8f0a6f0f,true,verb,,go,去,gå,gå,gået,gå,,,,,,,,,,
wb_8aea6d6b4ad5a10bd032839fad7298fd23a1725873ab019994ec8b18baa715c2,true,verb,,look,看看,se,se,set,se,,,,,,,,,,
wb_aa0c9f862e5dd06d11247c5fb724dc397dd575b2fae227e5eefdfb6a8c809c26,true,verb,,give,给予,gi,gi,giet,gi,,,,,,,,,,
wb_78d6774ee5e1d41d020f7b2165a30ffc4f2230b174bdc6f1ea46a4df9d2d5ab6,true,verb,,mean,意思是,mene,mene,menet,mene,,,,,,,,,,
wb_616d0348568eb8999a9290c31773efa4fc0249702cd5f166d56640f524da410b,true,verb,,stand,站,stå,stå,stået,stå,,,,,,,,,,
wb_64db50ae73e0be5d9d9ec9bbf084dd4da53b395351aed17455729c4284d79ab1,true,verb,,add,添加,legge,legge,legget,legge,,,,,,,,,,
wb_360fb7dcd6dff54dc9cdd81fc8f09ef22e2d99f9dd2478d2a0714a6de31aed43,true,verb,,display,显示,vise,vise,viset,vise,,,,,,,,,,
wb_014b74c2282b9181585ab6e09b031b8cf5c75b29d3bf9f7d3f8a004f725e35f0,true,verb,,use,使用,bruke,bruke,bruket,bruke,,,,,,,,,,
wb_5dfa29b20d3e35dd00704ccbb4844844c07a4df37dd1acd7e7321d55687d856f,true,verb,,know,知道,vite,vite,vitet,vite,,,,,,,,,,
wb_caece37af8bd61479951635f34a4959943c7df79345c890309860d5e53fa11fa,true,verb,,write,写,skrive,skrive,skrivet,skrive,,,,,,,,,,
wb_2f79769a00061a0bf0a7c55806624404dbaa4836f881e09347cb767075db9a51,true,verb,,lie down,躺下,ligge,ligge,ligget,ligge,,,,,,,,,,
wb_91164afe5ef593cc8957c28d265067117a1ec6adbcc6de41aa305f081e356003,true,verb,,set,设置,sette,sette,settet,sette,,,,,,,,,,
wb_86413dd767c0727732d4d1f41cc3995978f85a0bb3e59df6043518a632fe5756,true,verb,,happen,发生,skje,skje,skjet,skje,,,,,,,,,,
